C;c:\optibus\gn_elec345.txt
V;GD345;1;GD20b;1
S;10006060;691
S;10006040;693
S;10006020;694
S;10001010;695
S;10101560;696
S;10101580;696
S;10105180;697
S;10105160;698
S;10105140;699
S;10105120;700
S;10103410;701
S;10103650;702
S;10103550;703
S;10103570;704
S;10103950;704
S;10103610;705
S;10103630;706
S;10105030;707
S;10105330;708
T;G503;331064;11;00;lekbou;661;723;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;661
S;14314520;662
S;14314410;663
S;14314910;664
S;14315010;665
S;14315910;666
S;14315310;668
S;14315310;668
S;14316440;669
S;14315510;671
S;14315830;673
S;14311131;675
S;11319012;681
S;10125860;682
S;10125860;683
S;10124000;683
S;10007170;684
S;10005920;685
S;10007195;687
S;10007210;688
S;10007250;690
S;10009019;695
S;10009019;697
S;10008340;698
S;10008380;700
S;10006280;702
S;10005890;704
S;10006060;706
S;10006040;708
S;10006020;709
S;10001010;710
S;10101560;711
S;10101580;711
S;10105180;712
S;10105160;713
S;10105140;714
S;10105120;715
S;10103410;716
S;10103650;717
S;10103550;718
S;10103570;719
S;10103950;719
S;10103610;720
S;10103630;721
S;10105030;722
S;10105330;723
T;G503;331066;11;10;lekoos;676;739;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;676
S;14314710;677
S;14314810;678
S;14314910;679
S;14315010;680
S;14315910;681
S;14315310;683
S;14315310;683
S;14316440;684
S;14315510;686
S;14315830;688
S;14311131;690
S;11319012;696
S;10125860;697
S;10125860;698
S;10124000;698
S;10007170;699
S;10005920;700
S;10007195;702
S;10007210;703
S;10007250;705
S;10009019;710
S;10009019;712
S;10008340;713
S;10008380;715
S;10006280;717
S;10005890;719
S;10006060;721
S;10006040;723
S;10006020;724
S;10001010;725
S;10101560;726
S;10101580;726
S;10105180;727
S;10105160;728
S;10105140;729
S;10105120;730
S;10103410;731
S;10103650;732
S;10103550;733
S;10103570;734
S;10103950;735
S;10103610;736
S;10103630;737
S;10105030;738
S;10105330;739
T;G503;331068;11;00;lekbou;691;754;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;691
S;14314520;692
S;14314410;693
S;14314910;694
S;14315010;695
S;14315910;696
S;14315310;698
S;14315310;698
S;14316440;699
S;14315510;701
S;14315830;703
S;14311131;705
S;11319012;711
S;10125860;712
S;10125860;713
S;10124000;713
S;10007170;714
S;10005920;715
S;10007195;717
S;10007210;718
S;10007250;720
S;10009019;725
S;10009019;727
S;10008340;728
S;10008380;730
S;10006280;732
S;10005890;734
S;10006060;736
S;10006040;738
S;10006020;739
S;10001010;740
S;10101560;741
S;10101580;741
S;10105180;742
S;10105160;743
S;10105140;744
S;10105120;745
S;10103410;746
S;10103650;747
S;10103550;748
S;10103570;749
S;10103950;750
S;10103610;751
S;10103630;752
S;10105030;753
S;10105330;754
T;G503;331070;11;10;lekoos;706;769;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;706
S;14314710;707
S;14314810;708
S;14314910;709
S;14315010;710
S;14315910;711
S;14315310;713
S;14315310;713
S;14316440;714
S;14315510;716
S;14315830;718
S;14311131;720
S;11319012;726
S;10125860;727
S;10125860;728
S;10124000;728
S;10007170;729
S;10005920;730
S;10007195;732
S;10007210;733
S;10007250;735
S;10009019;740
S;10009019;742
S;10008340;743
S;10008380;745
S;10006280;747
S;10005890;749
S;10006060;751
S;10006040;753
S;10006020;754
S;10001010;755
S;10101560;756
S;10101580;756
S;10105180;757
S;10105160;758
S;10105140;759
S;10105120;760
S;10103410;761
S;10103650;762
S;10103550;763
S;10103570;764
S;10103950;765
S;10103610;766
S;10103630;767
S;10105030;768
S;10105330;769
T;G503;331072;11;00;lekbou;721;784;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;721
S;14314520;722
S;14314410;723
S;14314910;724
S;14315010;725
S;14315910;726
S;14315310;728
S;14315310;728
S;14316440;729
S;14315510;731
S;14315830;733
S;14311131;735
S;11319012;741
S;10125860;742
S;10125860;743
S;10124000;743
S;10007170;744
S;10005920;745
S;10007195;747
S;10007210;748
S;10007250;750
S;10009019;755
S;10009019;757
S;10008340;758
S;10008380;760
S;10006280;762
S;10005890;764
S;10006060;766
S;10006040;768
S;10006020;769
S;10001010;770
S;10101560;771
S;10101580;771
S;10105180;772
S;10105160;773
S;10105140;774
S;10105120;775
S;10103410;776
S;10103650;777
S;10103550;778
S;10103570;779
S;10103950;780
S;10103610;781
S;10103630;782
S;10105030;783
S;10105330;784
T;G503;331074;11;10;lekoos;736;799;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;736
S;14314710;737
S;14314810;738
S;14314910;739
S;14315010;740
S;14315910;741
S;14315310;743
S;14315310;743
S;14316440;744
S;14315510;746
S;14315830;748
S;14311131;750
S;11319012;756
S;10125860;757
S;10125860;758
S;10124000;758
S;10007170;759
S;10005920;760
S;10007195;762
S;10007210;763
S;10007250;765
S;10009019;770
S;10009019;772
S;10008340;773
S;10008380;775
S;10006280;777
S;10005890;779
S;10006060;781
S;10006040;783
S;10006020;784
S;10001010;785
S;10101560;786
S;10101580;786
S;10105180;787
S;10105160;788
S;10105140;789
S;10105120;790
S;10103410;791
S;10103650;792
S;10103550;793
S;10103570;794
S;10103950;795
S;10103610;796
S;10103630;797
S;10105030;798
S;10105330;799
T;G503;331076;11;00;lekbou;751;814;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;751
S;14314520;752
S;14314410;753
S;14314910;754
S;14315010;755
S;14315910;756
S;14315310;758
S;14315310;758
S;14316440;759
S;14315510;761
S;14315830;763
S;14311131;765
S;11319012;771
S;10125860;772
S;10125860;773
S;10124000;773
S;10007170;774
S;10005920;775
S;10007195;777
S;10007210;778
S;10007250;780
S;10009019;785
S;10009019;787
S;10008340;788
S;10008380;790
S;10006280;792
S;10005890;794
S;10006060;796
S;10006040;798
S;10006020;799
S;10001010;800
S;10101560;801
S;10101580;801
S;10105180;802
S;10105160;803
S;10105140;804
S;10105120;805
S;10103410;806
S;10103650;807
S;10103550;808
S;10103570;809
S;10103950;810
S;10103610;811
S;10103630;812
S;10105030;813
S;10105330;814
T;G503;331078;11;10;lekoos;766;829;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;766
S;14314710;767
S;14314810;768
S;14314910;769
S;14315010;770
S;14315910;771
S;14315310;773
S;14315310;773
S;14316440;774
S;14315510;776
S;14315830;778
S;14311131;780
S;11319012;786
S;10125860;787
S;10125860;788
S;10124000;788
S;10007170;789
S;10005920;790
S;10007195;792
S;10007210;793
S;10007250;795
S;10009019;800
S;10009019;802
S;10008340;803
S;10008380;805
S;10006280;807
S;10005890;809
S;10006060;811
S;10006040;813
S;10006020;814
S;10001010;815
S;10101560;816
S;10101580;816
S;10105180;817
S;10105160;818
S;10105140;819
S;10105120;820
S;10103410;821
S;10103650;822
S;10103550;823
S;10103570;824
S;10103950;825
S;10103610;826
S;10103630;827
S;10105030;828
S;10105330;829
T;G503;331080;11;00;lekbou;781;844;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;781
S;14314520;782
S;14314410;783
S;14314910;784
S;14315010;785
S;14315910;786
S;14315310;788
S;14315310;788
S;14316440;789
S;14315510;791
S;14315830;793
S;14311131;795
S;11319012;801
S;10125860;802
S;10125860;803
S;10124000;803
S;10007170;804
S;10005920;805
S;10007195;807
S;10007210;808
S;10007250;810
S;10009019;815
S;10009019;817
S;10008340;818
S;10008380;820
S;10006280;822
S;10005890;824
S;10006060;826
S;10006040;828
S;10006020;829
S;10001010;830
S;10101560;831
S;10101580;831
S;10105180;832
S;10105160;833
S;10105140;834
S;10105120;835
S;10103410;836
S;10103650;837
S;10103550;838
S;10103570;839
S;10103950;840
S;10103610;841
S;10103630;842
S;10105030;843
S;10105330;844
T;G503;331082;11;10;lekoos;796;859;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;796
S;14314710;797
S;14314810;798
S;14314910;799
S;14315010;800
S;14315910;801
S;14315310;803
S;14315310;803
S;14316440;804
S;14315510;806
S;14315830;808
S;14311131;810
S;11319012;816
S;10125860;817
S;10125860;818
S;10124000;818
S;10007170;819
S;10005920;820
S;10007195;822
S;10007210;823
S;10007250;825
S;10009019;830
S;10009019;832
S;10008340;833
S;10008380;835
S;10006280;837
S;10005890;839
S;10006060;841
S;10006040;843
S;10006020;844
S;10001010;845
S;10101560;846
S;10101580;846
S;10105180;847
S;10105160;848
S;10105140;849
S;10105120;850
S;10103410;851
S;10103650;852
S;10103550;853
S;10103570;854
S;10103950;855
S;10103610;856
S;10103630;857
S;10105030;858
S;10105330;859
T;G503;331084;11;00;lekbou;812;875;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;812
S;14314520;813
S;14314410;814
S;14314910;815
S;14315010;816
S;14315910;817
S;14315310;819
S;14315310;819
S;14316440;820
S;14315510;822
S;14315830;824
S;14311131;826
S;11319012;832
S;10125860;833
S;10125860;834
S;10124000;834
S;10007170;835
S;10005920;836
S;10007195;838
S;10007210;839
S;10007250;841
S;10009019;846
S;10009019;848
S;10008340;849
S;10008380;851
S;10006280;853
S;10005890;855
S;10006060;857
S;10006040;859
S;10006020;860
S;10001010;861
S;10101560;862
S;10101580;862
S;10105180;863
S;10105160;864
S;10105140;865
S;10105120;866
S;10103410;867
S;10103650;868
S;10103550;869
S;10103570;870
S;10103950;871
S;10103610;872
S;10103630;873
S;10105030;874
S;10105330;875
T;G503;331086;11;10;lekoos;826;889;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;826
S;14314710;827
S;14314810;828
S;14314910;829
S;14315010;830
S;14315910;831
S;14315310;833
S;14315310;833
S;14316440;834
S;14315510;836
S;14315830;838
S;14311131;840
S;11319012;846
S;10125860;847
S;10125860;848
S;10124000;848
S;10007170;849
S;10005920;850
S;10007195;852
S;10007210;853
S;10007250;855
S;10009019;860
S;10009019;862
S;10008340;863
S;10008380;865
S;10006280;867
S;10005890;869
S;10006060;871
S;10006040;873
S;10006020;874
S;10001010;875
S;10101560;876
S;10101580;876
S;10105180;877
S;10105160;878
S;10105140;879
S;10105120;880
S;10103410;881
S;10103650;882
S;10103550;883
S;10103570;884
S;10103950;885
S;10103610;886
S;10103630;887
S;10105030;888
S;10105330;889
T;G503;331088;11;00;lekbou;838;901;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;838
S;14314520;839
S;14314410;840
S;14314910;841
S;14315010;842
S;14315910;843
S;14315310;845
S;14315310;845
S;14316440;846
S;14315510;848
S;14315830;850
S;14311131;852
S;11319012;858
S;10125860;859
S;10125860;860
S;10124000;860
S;10007170;861
S;10005920;862
S;10007195;864
S;10007210;865
S;10007250;867
S;10009019;872
S;10009019;874
S;10008340;875
S;10008380;877
S;10006280;879
S;10005890;881
S;10006060;883
S;10006040;885
S;10006020;886
S;10001010;887
S;10101560;888
S;10101580;888
S;10105180;889
S;10105160;890
S;10105140;891
S;10105120;892
S;10103410;893
S;10103650;894
S;10103550;895
S;10103570;896
S;10103950;897
S;10103610;898
S;10103630;899
S;10105030;900
S;10105330;901
T;G503;331090;11;00;lekbou;848;911;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;848
S;14314520;849
S;14314410;850
S;14314910;851
S;14315010;852
S;14315910;853
S;14315310;855
S;14315310;855
S;14316440;856
S;14315510;858
S;14315830;860
S;14311131;862
S;11319012;868
S;10125860;869
S;10125860;870
S;10124000;870
S;10007170;871
S;10005920;872
S;10007195;874
S;10007210;875
S;10007250;877
S;10009019;882
S;10009019;884
S;10008340;885
S;10008380;887
S;10006280;889
S;10005890;891
S;10006060;893
S;10006040;895
S;10006020;896
S;10001010;897
S;10101560;898
S;10101580;898
S;10105180;899
S;10105160;900
S;10105140;901
S;10105120;902
S;10103410;903
S;10103650;904
S;10103550;905
S;10103570;906
S;10103950;907
S;10103610;908
S;10103630;909
S;10105030;910
S;10105330;911
T;G503;331092;11;10;lekoos;858;921;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;858
S;14314710;859
S;14314810;860
S;14314910;861
S;14315010;862
S;14315910;863
S;14315310;865
S;14315310;865
S;14316440;866
S;14315510;868
S;14315830;870
S;14311131;872
S;11319012;878
S;10125860;879
S;10125860;880
S;10124000;880
S;10007170;881
S;10005920;882
S;10007195;884
S;10007210;885
S;10007250;887
S;10009019;892
S;10009019;894
S;10008340;895
S;10008380;897
S;10006280;899
S;10005890;901
S;10006060;903
S;10006040;905
S;10006020;906
S;10001010;907
S;10101560;908
S;10101580;908
S;10105180;909
S;10105160;910
S;10105140;911
S;10105120;912
S;10103410;913
S;10103650;914
S;10103550;915
S;10103570;916
S;10103950;917
S;10103610;918
S;10103630;919
S;10105030;920
S;10105330;921
T;G503;331094;11;00;lekbou;868;931;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;868
S;14314520;869
S;14314410;870
S;14314910;871
S;14315010;872
S;14315910;873
S;14315310;875
S;14315310;875
S;14316440;876
S;14315510;878
S;14315830;880
S;14311131;882
S;11319012;888
S;10125860;889
S;10125860;890
S;10124000;890
S;10007170;891
S;10005920;892
S;10007195;894
S;10007210;895
S;10007250;897
S;10009019;902
S;10009019;904
S;10008340;905
S;10008380;907
S;10006280;909
S;10005890;911
S;10006060;913
S;10006040;915
S;10006020;916
S;10001010;917
S;10101560;918
S;10101580;918
S;10105180;919
S;10105160;920
S;10105140;921
S;10105120;922
S;10103410;923
S;10103650;924
S;10103550;925
S;10103570;926
S;10103950;927
S;10103610;928
S;10103630;929
S;10105030;930
S;10105330;931
T;G503;331096;11;10;lekoos;878;941;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;878
S;14314710;879
S;14314810;880
S;14314910;881
S;14315010;882
S;14315910;883
S;14315310;885
S;14315310;885
S;14316440;886
S;14315510;888
S;14315830;890
S;14311131;892
S;11319012;898
S;10125860;899
S;10125860;900
S;10124000;900
S;10007170;901
S;10005920;902
S;10007195;904
S;10007210;905
S;10007250;907
S;10009019;912
S;10009019;914
S;10008340;915
S;10008380;917
S;10006280;919
S;10005890;921
S;10006060;923
S;10006040;925
S;10006020;926
S;10001010;927
S;10101560;928
S;10101580;928
S;10105180;929
S;10105160;930
S;10105140;931
S;10105120;932
S;10103410;933
S;10103650;934
S;10103550;935
S;10103570;936
S;10103950;937
S;10103610;938
S;10103630;939
S;10105030;940
S;10105330;941
T;G503;331098;11;00;lekbou;888;951;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;888
S;14314520;889
S;14314410;890
S;14314910;891
S;14315010;892
S;14315910;893
S;14315310;895
S;14315310;895
S;14316440;896
S;14315510;898
S;14315830;900
S;14311131;902
S;11319012;908
S;10125860;909
S;10125860;910
S;10124000;910
S;10007170;911
S;10005920;912
S;10007195;914
S;10007210;915
S;10007250;917
S;10009019;922
S;10009019;924
S;10008340;925
S;10008380;927
S;10006280;929
S;10005890;931
S;10006060;933
S;10006040;935
S;10006020;936
S;10001010;937
S;10101560;938
S;10101580;938
S;10105180;939
S;10105160;940
S;10105140;941
S;10105120;942
S;10103410;943
S;10103650;944
S;10103550;945
S;10103570;946
S;10103950;947
S;10103610;948
S;10103630;949
S;10105030;950
S;10105330;951
T;G503;331100;11;10;lekoos;898;961;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;898
S;14314710;899
S;14314810;900
S;14314910;901
S;14315010;902
S;14315910;903
S;14315310;905
S;14315310;905
S;14316440;906
S;14315510;908
S;14315830;910
S;14311131;912
S;11319012;918
S;10125860;919
S;10125860;920
S;10124000;920
S;10007170;921
S;10005920;922
S;10007195;924
S;10007210;925
S;10007250;927
S;10009019;932
S;10009019;934
S;10008340;935
S;10008380;937
S;10006280;939
S;10005890;941
S;10006060;943
S;10006040;945
S;10006020;946
S;10001010;947
S;10101560;948
S;10101580;948
S;10105180;949
S;10105160;950
S;10105140;951
S;10105120;952
S;10103410;953
S;10103650;954
S;10103550;955
S;10103570;956
S;10103950;957
S;10103610;958
S;10103630;959
S;10105030;960
S;10105330;961
T;G503;331102;11;00;lekbou;908;971;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;908
S;14314520;909
S;14314410;910
S;14314910;911
S;14315010;912
S;14315910;913
S;14315310;915
S;14315310;915
S;14316440;916
S;14315510;918
S;14315830;920
S;14311131;922
S;11319012;928
S;10125860;929
S;10125860;930
S;10124000;930
S;10007170;931
S;10005920;932
S;10007195;934
S;10007210;935
S;10007250;937
S;10009019;942
S;10009019;944
S;10008340;945
S;10008380;947
S;10006280;949
S;10005890;951
S;10006060;953
S;10006040;955
S;10006020;956
S;10001010;957
S;10101560;958
S;10101580;958
S;10105180;959
S;10105160;960
S;10105140;961
S;10105120;962
S;10103410;963
S;10103650;964
S;10103550;965
S;10103570;966
S;10103950;967
S;10103610;968
S;10103630;969
S;10105030;970
S;10105330;971
T;G503;331104;11;10;lekoos;918;981;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;918
S;14314710;919
S;14314810;920
S;14314910;921
S;14315010;922
S;14315910;923
S;14315310;925
S;14315310;925
S;14316440;926
S;14315510;928
S;14315830;930
S;14311131;932
S;11319012;938
S;10125860;939
S;10125860;940
S;10124000;940
S;10007170;941
S;10005920;942
S;10007195;944
S;10007210;945
S;10007250;947
S;10009019;952
S;10009019;954
S;10008340;955
S;10008380;957
S;10006280;959
S;10005890;961
S;10006060;963
S;10006040;965
S;10006020;966
S;10001010;967
S;10101560;968
S;10101580;968
S;10105180;969
S;10105160;970
S;10105140;971
S;10105120;972
S;10103410;973
S;10103650;974
S;10103550;975
S;10103570;976
S;10103950;977
S;10103610;978
S;10103630;979
S;10105030;980
S;10105330;981
T;G503;331106;11;00;lekbou;928;991;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;928
S;14314520;929
S;14314410;930
S;14314910;931
S;14315010;932
S;14315910;933
S;14315310;935
S;14315310;935
S;14316440;936
S;14315510;938
S;14315830;940
S;14311131;942
S;11319012;948
S;10125860;949
S;10125860;950
S;10124000;950
S;10007170;951
S;10005920;952
S;10007195;954
S;10007210;955
S;10007250;957
S;10009019;962
S;10009019;964
S;10008340;965
S;10008380;967
S;10006280;969
S;10005890;971
S;10006060;973
S;10006040;975
S;10006020;976
S;10001010;977
S;10101560;978
S;10101580;978
S;10105180;979
S;10105160;980
S;10105140;981
S;10105120;982
S;10103410;983
S;10103650;984
S;10103550;985
S;10103570;986
S;10103950;987
S;10103610;988
S;10103630;989
S;10105030;990
S;10105330;991
T;G503;331108;11;10;lekoos;938;1001;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;938
S;14314710;939
S;14314810;940
S;14314910;941
S;14315010;942
S;14315910;943
S;14315310;945
S;14315310;945
S;14316440;946
S;14315510;948
S;14315830;950
S;14311131;952
S;11319012;958
S;10125860;959
S;10125860;960
S;10124000;960
S;10007170;961
S;10005920;962
S;10007195;964
S;10007210;965
S;10007250;967
S;10009019;972
S;10009019;974
S;10008340;975
S;10008380;977
S;10006280;979
S;10005890;981
S;10006060;983
S;10006040;985
S;10006020;986
S;10001010;987
S;10101560;988
S;10101580;988
S;10105180;989
S;10105160;990
S;10105140;991
S;10105120;992
S;10103410;993
S;10103650;994
S;10103550;995
S;10103570;996
S;10103950;997
S;10103610;998
S;10103630;999
S;10105030;1000
S;10105330;1001
T;G503;331110;11;00;lekbou;948;1011;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;948
S;14314520;949
S;14314410;950
S;14314910;951
S;14315010;952
S;14315910;953
S;14315310;955
S;14315310;955
S;14316440;956
S;14315510;958
S;14315830;960
S;14311131;962
S;11319012;968
S;10125860;969
S;10125860;970
S;10124000;970
S;10007170;971
S;10005920;972
S;10007195;974
S;10007210;975
S;10007250;977
S;10009019;982
S;10009019;984
S;10008340;985
S;10008380;987
S;10006280;989
S;10005890;991
S;10006060;993
S;10006040;995
S;10006020;996
S;10001010;997
S;10101560;998
S;10101580;998
S;10105180;999
S;10105160;1000
S;10105140;1001
S;10105120;1002
S;10103410;1003
S;10103650;1004
S;10103550;1005
S;10103570;1006
S;10103950;1007
S;10103610;1008
S;10103630;1009
S;10105030;1010
S;10105330;1011
T;G503;331112;11;10;lekoos;958;1021;gngrui;lekoos;gngrui;E18B;;;0;1;12345;29.502;;
S;14314610;958
S;14314710;959
S;14314810;960
S;14314910;961
S;14315010;962
S;14315910;963
S;14315310;965
S;14315310;965
S;14316440;966
S;14315510;968
S;14315830;970
S;14311131;972
S;11319012;978
S;10125860;979
S;10125860;980
S;10124000;980
S;10007170;981
S;10005920;982
S;10007195;984
S;10007210;985
S;10007250;987
S;10009019;992
S;10009019;994
S;10008340;995
S;10008380;997
S;10006280;999
S;10005890;1001
S;10006060;1003
S;10006040;1005
S;10006020;1006
S;10001010;1007
S;10101560;1008
S;10101580;1008
S;10105180;1009
S;10105160;1010
S;10105140;1011
S;10105120;1012
S;10103410;1013
S;10103650;1014
S;10103550;1015
S;10103570;1016
S;10103950;1017
S;10103610;1018
S;10103630;1019
S;10105030;1020
S;10105330;1021
T;G503;331114;11;00;lekbou;968;1031;gngrui;lekbou;gngrui;E18B;;;0;1;12345;29.268;;
S;14313720;968
S;14314520;969
