C;c:\optibus\bru_elec_qlink.txt
V;378_2020;1;nwe_gar;1
S;59150850;1329
S;59155097;1330
S;50006170;1331
S;50000390;1332
S;50000670;1333
S;50001490;1333
S;50001470;1334
S;50001450;1335
S;50000202;1341
S;50000201;1321
S;50000190;1323
S;50000410;1325
S;50000430;1326
S;50000450;1327
S;50000470;1328
S;59150150;1329
S;59150550;1330
S;59150330;1331
S;59151600;1332
S;59150530;1333
S;59151730;1334
S;59151770;1335
S;59150260;1337
S;59150201;1337
S;59150710;1338
S;59150730;1339
S;59150750;1339
S;59150770;1340
S;59150790;1341
S;59150810;1342
S;59151260;1342
S;59152030;1343
S;59150850;1344
S;59155097;1345
S;50006170;1346
S;50000390;1347
S;50000670;1348
S;50001490;1348
S;50001470;1349
S;50001450;1350
S;50000202;1356
S;50000201;1336
S;50000190;1338
S;50000410;1340
S;50000430;1341
S;50000450;1342
S;50000470;1343
S;59150150;1344
S;59150550;1345
S;59150330;1346
S;59151600;1347
S;59150530;1348
S;59151730;1349
S;59151770;1350
S;59150260;1352
S;59150201;1352
S;59150710;1353
S;59150730;1354
S;59150750;1354
S;59150770;1355
S;59150790;1356
S;59150810;1357
S;59151260;1357
S;59152030;1358
S;59150850;1359
S;59155097;1360
S;50006170;1361
S;50000390;1362
S;50000670;1363
S;50001490;1363
S;50001470;1364
S;50001450;1365
S;50000202;1371
S;50000201;1351
S;50000190;1353
S;50000410;1355
S;50000430;1356
S;50000450;1357
S;50000470;1358
S;59150150;1359
S;59150550;1360
S;59150330;1361
S;59151600;1362
S;59150530;1363
S;59151730;1364
S;59151770;1365
S;59150260;1367
S;59150201;1367
S;59150710;1368
S;59150730;1369
S;59150750;1369
S;59150770;1370
S;59150790;1371
S;59150810;1372
S;59151260;1372
S;59152030;1373
S;59150850;1374
S;59155097;1375
S;50006170;1376
S;50000390;1377
S;50000670;1378
S;50001490;1378
S;50001470;1379
S;50001450;1380
S;50000202;1386
S;50000201;1366
S;50000190;1368
S;50000410;1370
S;50000430;1371
S;50000450;1372
S;50000470;1373
S;59150150;1374
S;59150550;1375
S;59150330;1376
S;59151600;1377
S;59150530;1378
S;59151730;1379
S;59151770;1380
S;59150260;1382
S;59150201;1382
S;59150710;1383
S;59150730;1384
S;59150750;1384
S;59150770;1385
S;59150790;1386
S;59150810;1387
S;59151260;1387
S;59152030;1388
S;59150850;1389
S;59155097;1390
S;50006170;1391
S;50000390;1392
S;50000670;1393
S;50001490;1393
S;50001470;1394
S;50001450;1395
S;50000202;1401
S;50000201;1381
S;50000190;1383
S;50000410;1385
S;50000430;1386
S;50000450;1387
S;50000470;1388
S;59150150;1389
S;59150550;1390
S;59150330;1391
S;59151600;1392
S;59150530;1393
S;59151730;1394
S;59151770;1395
S;59150260;1397
S;59150201;1397
S;59150710;1398
S;59150730;1399
S;59150750;1399
S;59150770;1400
S;59150790;1401
S;59150810;1402
S;59151260;1402
S;59152030;1403
S;59150850;1404
S;59155097;1405
S;50006170;1406
S;50000390;1407
S;50000670;1408
S;50001490;1408
S;50001470;1409
S;50001450;1410
S;50000202;1416
S;50000201;1396
S;50000190;1398
S;50000410;1400
S;50000430;1401
S;50000450;1402
S;50000470;1403
S;59150150;1404
S;59150550;1405
S;59150330;1406
S;59151600;1407
S;59150530;1408
S;59151730;1409
S;59151770;1410
S;59150260;1412
S;59150201;1412
S;59150710;1413
S;59150730;1414
S;59150750;1414
S;59150770;1415
S;59150790;1416
S;59150810;1417
S;59151260;1417
S;59152030;1418
S;59150850;1419
S;59155097;1420
S;50006170;1421
S;50000390;1422
S;50000670;1423
S;50001490;1423
S;50001470;1424
S;50001450;1425
S;50000202;1431
S;50000201;1412
S;50000190;1414
S;50000410;1416
S;50000430;1417
S;50000450;1418
S;50000470;1419
S;59150150;1420
S;59150550;1421
S;59150330;1422
S;59151600;1423
S;59150530;1424
S;59151730;1425
S;59151770;1426
S;59150260;1428
S;59150201;1428
S;59150710;1429
S;59150730;1430
S;59150750;1430
S;59150770;1431
S;59150790;1432
S;59150810;1433
S;59151260;1433
S;59152030;1434
S;59150850;1435
S;59155097;1436
S;50006170;1437
S;50000390;1438
S;50000670;1439
S;50001490;1439
S;50001470;1440
S;50001450;1441
S;50000202;1447
S;50000201;1430
S;50000190;1432
S;50000410;1434
S;50000430;1435
S;50000450;1436
S;50000470;1437
S;59150150;1438
S;59150550;1439
S;59150330;1440
S;59151600;1441
S;59150530;1442
S;59151730;1443
S;59151770;1444
S;59150260;1446
S;59150201;1446
S;59150710;1447
S;59150730;1448
S;59150750;1448
S;59150770;1449
S;59150790;1450
S;59150810;1451
S;59151260;1451
S;59152030;1452
S;59150850;1453
S;59155097;1454
S;50006170;1455
S;50000390;1456
S;50000670;1457
S;50001490;1457
S;50001470;1458
S;50001450;1459
S;50000202;1465
S;50000201;1450
S;50000190;1452
S;50000410;1454
S;50000430;1455
S;50000450;1456
S;50000470;1457
S;59150150;1458
S;59150550;1459
S;59150330;1460
S;59151600;1461
S;59150530;1462
S;59151730;1463
S;59151770;1464
S;59150260;1466
S;59150201;1466
S;59150710;1467
S;59150730;1468
S;59150750;1468
S;59150770;1469
S;59150790;1470
S;59150810;1471
S;59151260;1471
S;59152030;1472
S;59150850;1473
S;59155097;1474
S;50006170;1475
S;50000390;1476
S;50000670;1477
S;50001490;1477
S;50001470;1478
S;50001450;1479
S;50000202;1485
S;50000201;1470
S;50000190;1472
S;50000410;1474
S;50000430;1475
S;50000450;1476
S;50000470;1477
S;59150150;1478
S;59150550;1479
S;59150330;1480
S;59151600;1481
S;59150530;1482
S;59151730;1483
S;59151770;1484
S;59150260;1486
S;59150201;1486
S;59150710;1487
S;59150730;1488
S;59150750;1488
S;59150770;1489
S;59150790;1490
S;59150810;1491
S;59151260;1491
S;59152030;1492
S;59150850;1493
S;59155097;1494
S;50006170;1495
S;50000390;1496
S;50000670;1497
S;50001490;1497
S;50001470;1498
S;50001450;1499
S;50000202;1505
S;50000201;1500
S;50000190;1502
S;50000410;1504
S;50000430;1505
S;50000450;1506
S;50000470;1507
S;59150150;1508
S;59150550;1509
S;59150330;1510
S;59151600;1511
S;59150530;1512
S;59151730;1513
S;59151770;1514
S;59150260;1516
S;59150201;1516
S;59150710;1517
S;59150730;1518
S;59150750;1518
S;59150770;1519
S;59150790;1520
S;59150810;1521
S;59151260;1521
S;59152030;1522
S;59150850;1523
S;59155097;1524
S;50006170;1525
S;50000390;1526
S;50000670;1527
S;50001490;1527
S;50001470;1528
S;50001450;1529
S;50000202;1535
T;u007;1001;10;;utrbav;346;391;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;346
S;59150500;347
S;59150480;348
S;59150460;349
S;59151590;350
S;59150581;352
S;50003660;353
S;50003640;354
S;50003620;355
S;50000530;356
S;50001490;357
S;50001470;358
S;50001450;360
S;50000122;367
S;50000122;369
S;50000030;371
S;50002510;372
S;50002530;373
S;50002550;374
S;50002270;375
S;50002300;376
S;50008170;378
S;50008190;379
S;50002590;380
S;50002610;381
S;50002128;382
S;50002650;383
S;50005194;385
S;51111010;388
S;51118899;391
T;u007;1003;10;;utrbav;361;406;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;361
S;59150500;362
S;59150480;363
S;59150460;364
S;59151590;365
S;59150581;367
S;50003660;368
S;50003640;369
S;50003620;370
S;50000530;371
S;50001490;372
S;50001470;373
S;50001450;375
S;50000122;382
S;50000122;384
S;50000030;386
S;50002510;387
S;50002530;388
S;50002550;389
S;50002270;390
S;50002300;391
S;50008170;393
S;50008190;394
S;50002590;395
S;50002610;396
S;50002128;397
S;50002650;398
S;50005194;400
S;51111010;403
S;51118899;406
T;u007;1005;10;;utrbav;376;421;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;376
S;59150500;377
S;59150480;378
S;59150460;379
S;59151590;380
S;59150581;382
S;50003660;383
S;50003640;384
S;50003620;385
S;50000530;386
S;50001490;387
S;50001470;388
S;50001450;390
S;50000122;397
S;50000122;399
S;50000030;401
S;50002510;402
S;50002530;403
S;50002550;404
S;50002270;405
S;50002300;406
S;50008170;408
S;50008190;409
S;50002590;410
S;50002610;411
S;50002128;412
S;50002650;413
S;50005194;415
S;51111010;418
S;51118899;421
T;u007;1007;10;;utrbav;391;436;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;391
S;59150500;392
S;59150480;393
S;59150460;394
S;59151590;395
S;59150581;397
S;50003660;398
S;50003640;399
S;50003620;400
S;50000530;401
S;50001490;402
S;50001470;403
S;50001450;405
S;50000122;412
S;50000122;414
S;50000030;416
S;50002510;417
S;50002530;418
S;50002550;419
S;50002270;420
S;50002300;421
S;50008170;423
S;50008190;424
S;50002590;425
S;50002610;426
S;50002128;427
S;50002650;428
S;50005194;430
S;51111010;433
S;51118899;436
T;u007;1009;10;;utrbav;406;454;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;406
S;59150500;407
S;59150480;408
S;59150460;409
S;59151590;410
S;59150581;412
S;50003660;413
S;50003640;414
S;50003620;415
S;50000530;416
S;50001490;417
S;50001470;418
S;50001450;420
S;50000122;427
S;50000122;429
S;50000030;431
S;50002510;432
S;50002530;433
S;50002550;434
S;50002270;435
S;50002300;436
S;50008170;438
S;50008190;439
S;50002590;440
S;50002610;442
S;50002128;444
S;50002650;445
S;50005194;447
S;51111010;451
S;51118899;454
T;u007;1011;10;;utrbav;421;471;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;421
S;59150500;422
S;59150480;423
S;59150460;424
S;59151590;425
S;59150581;427
S;50003660;428
S;50003640;429
S;50003620;430
S;50000530;431
S;50001490;432
S;50001470;433
S;50001450;435
S;50000122;442
S;50000122;444
S;50000030;447
S;50002510;448
S;50002530;449
S;50002550;450
S;50002270;451
S;50002300;453
S;50008170;454
S;50008190;456
S;50002590;457
S;50002610;459
S;50002128;461
S;50002650;462
S;50005194;464
S;51111010;468
S;51118899;471
T;u007;1013;10;;utrbav;431;481;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;431
S;59150500;432
S;59150480;433
S;59150460;434
S;59151590;435
S;59150581;437
S;50003660;438
S;50003640;439
S;50003620;440
S;50000530;441
S;50001490;442
S;50001470;443
S;50001450;445
S;50000122;452
S;50000122;454
S;50000030;457
S;50002510;458
S;50002530;459
S;50002550;460
S;50002270;461
S;50002300;463
S;50008170;464
S;50008190;466
S;50002590;467
S;50002610;469
S;50002128;471
S;50002650;472
S;50005194;474
S;51111010;478
S;51118899;481
T;u007;1015;10;;utrbav;441;493;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;441
S;59150500;442
S;59150480;444
S;59150460;446
S;59151590;447
S;59150581;449
S;50003660;450
S;50003640;451
S;50003620;452
S;50000530;453
S;50001490;454
S;50001470;455
S;50001450;457
S;50000122;464
S;50000122;466
S;50000030;469
S;50002510;470
S;50002530;471
S;50002550;472
S;50002270;473
S;50002300;475
S;50008170;476
S;50008190;478
S;50002590;479
S;50002610;481
S;50002128;483
S;50002650;484
S;50005194;486
S;51111010;490
S;51118899;493
T;u007;1017;10;;utrbav;451;503;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;451
S;59150500;452
S;59150480;454
S;59150460;456
S;59151590;457
S;59150581;459
S;50003660;460
S;50003640;461
S;50003620;462
S;50000530;463
S;50001490;464
S;50001470;465
S;50001450;467
S;50000122;474
S;50000122;476
S;50000030;479
S;50002510;480
S;50002530;481
S;50002550;482
S;50002270;483
S;50002300;485
S;50008170;486
S;50008190;488
S;50002590;489
S;50002610;491
S;50002128;493
S;50002650;494
S;50005194;496
S;51111010;500
S;51118899;503
T;u007;1019;10;;utrbav;461;514;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;461
S;59150500;462
S;59150480;464
S;59150460;466
S;59151590;467
S;59150581;469
S;50003660;470
S;50003640;471
S;50003620;472
S;50000530;473
S;50001490;474
S;50001470;475
S;50001450;477
S;50000122;485
S;50000122;487
S;50000030;490
S;50002510;491
S;50002530;492
S;50002550;493
S;50002270;494
S;50002300;496
S;50008170;497
S;50008190;499
S;50002590;500
S;50002610;502
S;50002128;504
S;50002650;505
S;50005194;507
S;51111010;511
S;51118899;514
T;u007;1021;10;;utrbav;471;525;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;471
S;59150500;472
S;59150480;474
S;59150460;476
S;59151590;477
S;59150581;479
S;50003660;481
S;50003640;482
S;50003620;483
S;50000530;484
S;50001490;485
S;50001470;486
S;50001450;488
S;50000122;496
S;50000122;498
S;50000030;501
S;50002510;502
S;50002530;503
S;50002550;504
S;50002270;505
S;50002300;507
S;50008170;508
S;50008190;510
S;50002590;511
S;50002610;513
S;50002128;515
S;50002650;516
S;50005194;518
S;51111010;522
S;51118899;525
T;u007;1023;10;;utrbav;481;535;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;481
S;59150500;482
S;59150480;484
S;59150460;486
S;59151590;487
S;59150581;489
S;50003660;491
S;50003640;492
S;50003620;493
S;50000530;494
S;50001490;495
S;50001470;496
S;50001450;498
S;50000122;506
S;50000122;508
S;50000030;511
S;50002510;512
S;50002530;513
S;50002550;514
S;50002270;515
S;50002300;517
S;50008170;518
S;50008190;520
S;50002590;521
S;50002610;523
S;50002128;525
S;50002650;526
S;50005194;528
S;51111010;532
S;51118899;535
T;u007;1025;10;;utrbav;491;545;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;491
S;59150500;492
S;59150480;494
S;59150460;496
S;59151590;497
S;59150581;499
S;50003660;501
S;50003640;502
S;50003620;503
S;50000530;504
S;50001490;505
S;50001470;506
S;50001450;508
S;50000122;516
S;50000122;518
S;50000030;521
S;50002510;522
S;50002530;523
S;50002550;524
S;50002270;525
S;50002300;527
S;50008170;528
S;50008190;530
S;50002590;531
S;50002610;533
S;50002128;535
S;50002650;536
S;50005194;538
S;51111010;542
S;51118899;545
T;u007;1027;10;;utrbav;501;554;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;501
S;59150500;502
S;59150480;504
S;59150460;506
S;59151590;507
S;59150581;509
S;50003660;511
S;50003640;512
S;50003620;513
S;50000530;514
S;50001490;515
S;50001470;516
S;50001450;518
S;50000122;526
S;50000122;528
S;50000030;531
S;50002510;532
S;50002530;533
S;50002550;534
S;50002270;535
S;50002300;537
S;50008170;538
S;50008190;540
S;50002590;541
S;50002610;543
S;50002128;544
S;50002650;545
S;50005194;547
S;51111010;551
S;51118899;554
T;u007;1029;10;;utrbav;511;563;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;511
S;59150500;512
S;59150480;514
S;59150460;516
S;59151590;517
S;59150581;519
S;50003660;521
S;50003640;522
S;50003620;523
S;50000530;524
S;50001490;525
S;50001470;526
S;50001450;528
S;50000122;536
S;50000122;538
S;50000030;541
S;50002510;542
S;50002530;543
S;50002550;544
S;50002270;545
S;50002300;546
S;50008170;548
S;50008190;549
S;50002590;550
S;50002610;552
S;50002128;553
S;50002650;554
S;50005194;556
S;51111010;560
S;51118899;563
T;u007;1031;10;;utrbav;521;573;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;521
S;59150500;522
S;59150480;524
S;59150460;526
S;59151590;527
S;59150581;529
S;50003660;531
S;50003640;532
S;50003620;533
S;50000530;534
S;50001490;535
S;50001470;536
S;50001450;538
S;50000122;546
S;50000122;548
S;50000030;551
S;50002510;552
S;50002530;553
S;50002550;554
S;50002270;555
S;50002300;556
S;50008170;558
S;50008190;559
S;50002590;560
S;50002610;562
S;50002128;563
S;50002650;564
S;50005194;566
S;51111010;570
S;51118899;573
T;u007;1033;10;;utrbav;531;582;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;531
S;59150500;532
S;59150480;534
S;59150460;536
S;59151590;537
S;59150581;539
S;50003660;541
S;50003640;542
S;50003620;543
S;50000530;544
S;50001490;545
S;50001470;546
S;50001450;548
S;50000122;555
S;50000122;557
S;50000030;560
S;50002510;561
S;50002530;562
S;50002550;563
S;50002270;564
S;50002300;565
S;50008170;567
S;50008190;568
S;50002590;569
S;50002610;571
S;50002128;572
S;50002650;573
S;50005194;575
S;51111010;579
S;51118899;582
T;u007;1035;10;;utrbav;541;589;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;541
S;59150500;542
S;59150480;543
S;59150460;544
S;59151590;545
S;59150581;547
S;50003660;548
S;50003640;549
S;50003620;550
S;50000530;551
S;50001490;552
S;50001470;553
S;50001450;555
S;50000122;562
S;50000122;564
S;50000030;567
S;50002510;568
S;50002530;569
S;50002550;570
S;50002270;571
S;50002300;572
S;50008170;574
S;50008190;575
S;50002590;576
S;50002610;578
S;50002128;579
S;50002650;580
S;50005194;582
S;51111010;586
S;51118899;589
T;u007;1037;10;;utrbav;551;599;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;551
S;59150500;552
S;59150480;553
S;59150460;554
S;59151590;555
S;59150581;557
S;50003660;558
S;50003640;559
S;50003620;560
S;50000530;561
S;50001490;562
S;50001470;563
S;50001450;565
S;50000122;572
S;50000122;574
S;50000030;577
S;50002510;578
S;50002530;579
S;50002550;580
S;50002270;581
S;50002300;582
S;50008170;584
S;50008190;585
S;50002590;586
S;50002610;588
S;50002128;589
S;50002650;590
S;50005194;592
S;51111010;596
S;51118899;599
T;u007;1039;10;;utrbav;561;609;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;561
S;59150500;562
S;59150480;563
S;59150460;564
S;59151590;565
S;59150581;567
S;50003660;568
S;50003640;569
S;50003620;570
S;50000530;571
S;50001490;572
S;50001470;573
S;50001450;575
S;50000122;582
S;50000122;584
S;50000030;587
S;50002510;588
S;50002530;589
S;50002550;590
S;50002270;591
S;50002300;592
S;50008170;594
S;50008190;595
S;50002590;596
S;50002610;598
S;50002128;599
S;50002650;600
S;50005194;602
S;51111010;606
S;51118899;609
T;u007;1041;10;;utrbav;571;619;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;571
S;59150500;572
S;59150480;573
S;59150460;574
S;59151590;575
S;59150581;577
S;50003660;578
S;50003640;579
S;50003620;580
S;50000530;581
S;50001490;582
S;50001470;583
S;50001450;585
S;50000122;592
S;50000122;594
S;50000030;597
S;50002510;598
S;50002530;599
S;50002550;600
S;50002270;601
S;50002300;602
S;50008170;604
S;50008190;605
S;50002590;606
S;50002610;608
S;50002128;609
S;50002650;610
S;50005194;612
S;51111010;616
S;51118899;619
T;u007;1043;10;;utrbav;581;629;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;581
S;59150500;582
S;59150480;583
S;59150460;584
S;59151590;585
S;59150581;587
S;50003660;588
S;50003640;589
S;50003620;590
S;50000530;591
S;50001490;592
S;50001470;593
S;50001450;595
S;50000122;602
S;50000122;604
S;50000030;607
S;50002510;608
S;50002530;609
S;50002550;610
S;50002270;611
S;50002300;612
S;50008170;614
S;50008190;615
S;50002590;616
S;50002610;618
S;50002128;619
S;50002650;620
S;50005194;622
S;51111010;626
S;51118899;629
T;u007;1045;10;;utrbav;591;639;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;591
S;59150500;592
S;59150480;593
S;59150460;594
S;59151590;595
S;59150581;597
S;50003660;598
S;50003640;599
S;50003620;600
S;50000530;601
S;50001490;602
S;50001470;603
S;50001450;605
S;50000122;612
S;50000122;614
S;50000030;617
S;50002510;618
S;50002530;619
S;50002550;620
S;50002270;621
S;50002300;622
S;50008170;624
S;50008190;625
S;50002590;626
S;50002610;628
S;50002128;629
S;50002650;630
S;50005194;632
S;51111010;636
S;51118899;639
T;u007;1047;10;;utrbav;601;649;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;601
S;59150500;602
S;59150480;603
S;59150460;604
S;59151590;605
S;59150581;607
S;50003660;608
S;50003640;609
S;50003620;610
S;50000530;611
S;50001490;612
S;50001470;613
S;50001450;615
S;50000122;622
S;50000122;624
S;50000030;627
S;50002510;628
S;50002530;629
S;50002550;630
S;50002270;631
S;50002300;632
S;50008170;634
S;50008190;635
S;50002590;636
S;50002610;638
S;50002128;639
S;50002650;640
S;50005194;642
S;51111010;646
S;51118899;649
T;u007;1049;10;;utrbav;611;659;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;611
S;59150500;612
S;59150480;613
S;59150460;614
S;59151590;615
S;59150581;617
S;50003660;618
S;50003640;619
S;50003620;620
S;50000530;621
S;50001490;622
S;50001470;623
S;50001450;625
S;50000122;632
S;50000122;634
S;50000030;637
S;50002510;638
S;50002530;639
S;50002550;640
S;50002270;641
S;50002300;642
S;50008170;644
S;50008190;645
S;50002590;646
S;50002610;648
S;50002128;649
S;50002650;650
S;50005194;652
S;51111010;656
S;51118899;659
T;u007;1051;10;;utrbav;621;669;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
S;59150600;621
S;59150500;622
S;59150480;623
S;59150460;624
S;59151590;625
S;59150581;627
S;50003660;628
S;50003640;629
S;50003620;630
S;50000530;631
S;50001490;632
S;50001470;633
S;50001450;635
S;50000122;642
S;50000122;644
S;50000030;647
S;50002510;648
S;50002530;649
S;50002550;650
S;50002270;651
S;50002300;652
S;50008170;654
S;50008190;655
S;50002590;656
S;50002610;658
S;50002128;659
S;50002650;660
S;50005194;662
S;51111010;666
S;51118899;669
T;u007;1053;10;;utrbav;631;679;nwgrms;utrbav;nwgrms;Gsta;;;0;2;12345;13.508;;
